4 100000
zzzccacbbab bcbbbaba aaaacac caaabca
accabaa accb aaaacb zzzbbac
bbbabc acabbcc bccabac zzzbcaabcc
bcaaba ba aa zzzba
zzzaaabab abcab cbca aabbcc
acc zzzaacabc cabaaa cbabaab
aac aacaaca zzzacc cbcb
bca cb babbcab zzzbab
ccbbc zzzaaabb bbbabbbb aabc
ca babacab abababcb zzzac
zzzbcaaacc bbaa abaccaa bcbcaccb
bc cca aacbaaba zzzaab
zzzcaabcbba ab aabaca baacbcac
zzzbcca bcbca aaab baab
aba bbcbabbb zzzbbcb cccc
caa bc zzzac cbaccbab
cac bcbac bcb zzzaaaac
baaaca caac acbabcb zzzacccbc
bbaa zzzcbca bbcac bcabbacc
acbac cb zzzcccbbbac ccabcbaa
zzzcabababb caaaaabc cbccbba cbcccac
cba aacabcc acac zzzccbb
caca ccca bba zzzbca
cc cccabbcc aaaabc zzzcbbcbb
zzzabb babaaa bba bcb
zzzaccab bccbaca abbbb abcbbc
caaab ba aa zzzba
bcaaab zzzcbccac baacbaca ac
zzzcbccbb ccacba bcac bb
zzzacabcb babbaa bcab cabbbaab
ccaac ccca bcccaa zzzbabbb
aaaabba zzzcacccacc aacbbaab acab
zzzacbacbb cb ac acabacb
cbccbbcb zzzcbacccbb caa ccc
bca abaca ca zzzbbbcb
bac cbc zzzcac bacbaa
abc abaacc bca zzzabbbab
aabac acbbb bcbbba zzzaacbc
zzzaba baabacb aabcba cab
bbaac baababb bbcaab zzzcbbacba
aabccc zzzacc bab ba
bcaccbc zzzac aa aaabba
cb bbbca zzzcccccbab cbbabccb
acca cabacca zzzcccacaa ccc
acbcabba zzzacaabc bbbaba aaaacab
ab aba zzzabaabacb cbbacacb
bc zzzbc cabccb aaacba
babbc caaccb zzzbaba bbab
aabb acaba caacbbaa zzzbbbcbbbb
zzzaa ca ba acccbbab
bcabba bcb zzzcbb caaaaba
bccccbcc bb zzzca abaacaca
bbba caccba zzzbabbcb ab
ca baab bcaabca zzzcbacbca
bb ca cabccbb zzzcb
bccb ab zzzbcaa babbc
bccba zzzccbcc bbbbb babcabbc
caacc bcaba bacbcbc zzzbcabc
aaba zzzbcaa cbac aca
ac zzzabacaaba ccccbcaa baaca
zzzaabccaa bbcacbac ab bbaabcc
zzzbbb acb ac acabbbc
zzzbcbca cb cabac bbaaccbc
baca aaa bb zzzcabb
babbba zzzab baabcc bc
abacbaaa cbbac zzzaacaa acb
ccaab ccac abbcbbac zzzbaabbccc
bbcaa bcacbb zzzbcbba baaabaa
bc cccaacb bcbcc zzzaa
aba cbbcb bccb zzzcccba
baba ba zzzcba bba
bbacaa abc zzzbcc baa
baccccba bbbab zzzcababcca aaccaba
ccbbcab bbaca bbabccc zzzaaaccaa
zzzba bc aaacbbaa ac
zzzbabb bc bbbb acaba
cacaa zzzacaba ccb bcccc
bb cabaaac babccaab zzzbbccabc
zzzbcac caaa abaaccc ccc
cb ccbbccbc zzzba cab
aa aaaacca zzzabbcbaa cacbaab
aabbac cccb baaaa zzzbbbca
abaacab zzzcaabab acc caabcb
aa zzzabbac baaab cac
baaacac accbb zzzbcab acba
bc bbaaaa bbc zzzaac
bcabb cabcabb zzzabbbaa bbccba
cabb bcac zzzabca accbbbac
bc bac cbb zzzbba
abbbcbc bacabc zzzacaaaba cc
aacb aacccca babbcbb zzzbccabba
cbcab bcabbc zzzcaababc abcbcbb
cbaa zzzcabb bbaa abba
abc aabbbc zzzaacbbb cbaccabb
zzzcb ba abcbcbc ccaabaa
zzzaabaabbb cbacba aacabccc bcbbc
cabbcaaa caa zzzcccc ccab
zzzcbabb cccb accba bc
zzzbbbcccab bababcac bbbcabba aaaa
bacc cacbbaa bbcab zzzbcba
zzzabcccca bbcabbb ca baabcaa
caccc zzzaabcbcb cbccabb cbb
zzzbcac acac ac cacaa
acaaba cb ab zzzac
accccc zzzbb aab cc
abbcccaa zzzbbacccc acaaac ccaaabb
cbbcbbac abbaacca zzzcbbbcabc bacc
zzzbabacc accccb cab acbbcccb
zzzbbaccc acbacc cbcaaac cbcb
aa bbcbabba acaca zzzcb
abbb cbaaaab zzzccac bcbb
caaababc zzzcbabab abcabb ab
zzzabccaa abbcbcaa cacbb abccac
abaa bacbbab zzzbaaa cccc
bba aabcb ccaabc zzzbbbaab
cbcbcc aa cba zzzbabcba
cabb zzzabaa aab ca
zzzccbc ccbbabc ccaa cbbaa
ccbccac zzzcbbacca ccbb cbcaaac
aaaa bccbac aabbccb zzzbabbbba
zzzaacbba acbccc ccbacb ccabbbb
aba abacb zzzbcbca cccbc
baacabcb abbca cccacbcb zzzcbaacbbc
aca bb zzzbaac caca
ca ccacaca cababa zzzac
cbb zzzbbcc babcc acab
abc bbacb abbbbc zzzccc
cbcaba zzzcccaba cbc bbcbca
accbabc ababacaa acba zzzbcbbcbbb
zzzbbabbca bbabbb acb ccaaacc
cabccbc cacbbca bab zzzbcabbbb
zzzbaacacbb cbcbbbc caab accbcbab
zzzbbcccaba ac abccbc bababbcb
bb bcc zzzaaa abcc
cabc cabccabb cabccbba zzzccbb
accc zzzaaaacbcc ac caccbbbc
ba zzzccbcc acacc acbbaba
babbbccb zzzbb ab ccccab
ac zzzbbcbabcb bc acacbccc
zzzaaa caa ca baccb
aac bac bc zzzbcb
zzzacaccbb ccbabba ababba cbcaab
bbcbc zzzaccac ba ab
zzzcb abbac baacabcb ca
bbc cbcbac zzzbcacba bbbacb
accaaba caaba ab zzzbb
bcc bcbccbcb aabbc zzzccb
bbcbaa bccbbb zzzcbccb cabcc
bbbacbc ababab ba zzzabbabac
zzzbbccbcb accccac babc bbccbc
cbab baaaccba zzzccc ccc
aac bba zzzbbb bbacbba
abaacca bbbbca cba zzzbcc
zzzccacbabb cbacaa abcbabac ac
abbccaaa abbbbcc zzzcaacaacb acbcbbb
zzzabbbbbc babcacc acbbcba ccbacba
zzzcba bba abbacc ab
aaab cabb zzzabc cbb
zzzbcbccba caaaccca bbbcccb cacbb
cacc bccaa zzzacbbc cacab
caccac zzzcabcbb bcbcac aa
zzzab baccca cccabbc ac
zzzaccbaa cbaaba bbbcbbbb cb
aba zzzcbcacbab caaca acbabaaa
bcaaab zzzaaaacc abccca ccacac
caaacc aaa accabcbb zzzbccbcc
zzzbca bcba cacca abc
accabbb caacb zzzaabab bbab
cbb zzzbca ccaaabc cc
cccb bccb zzzcaba baabcab
zzzcbab cbcaccba ccab bacc
cc acc abac zzzaba
ababacbb zzzbac aaccbccb cca
caaba cacbba aab zzzcabbb
bcac acac zzzcabc cc
abbbcbaa acbc bc zzzcabbaaba
cb bcccb zzzba cbcbacb
zzzaabbaba ac caaa aabaccb
caacbaa accbb zzzbbbbabb bcbcba
acabacca babbcab bbbcca zzzbaaaca
zzzbcc acabaaa bacb bba
babbaab cbcbb cb zzzbc
cabcabb zzzab ba bbbbaba
bba ccbbbc zzzbba baa
cccc acccb zzzbbcc cbac
abba cccccbb zzzaaba cbccbba
acac zzzabbcb aa bacab
ac abacbb zzzccccba abbbabc
bacbcab aabaaaca zzzabbccacb acbacacb
babb zzzaaccbbbb aabccabb bbb
ccbbbc bccbaaab zzzcaabacab aba
bb aacbabbc zzzca aaacca
cbccca caabc zzzcbbbcc bca
aacaacb ccaac cba zzzcba
abba bbabbc zzzccbb cccac
ccabcc zzzabaa cbcacbaa caba
cbca zzzccbb abbac abbcac
cab cbcb bccab zzzbac
cbcaacaa zzzbca abb abcbccc
bbaab bbcca zzzbbaca bb
cbabcbac aa bbc zzzabaabcab
baaaabc zzzccccabaa cbcbba cacbbbba
ca zzzabc bccac aab
abcac zzzbcbac bcabc aab
abcba ccacbaab zzzcbbcbbcc bbc
bcaabcc zzzca cb cba
baaaacba babacb cbab zzzcabaabbb
cbbccaa bbabaaca zzzba cb
acbb cbc zzzbbc bbabaac
bacbcc caca abbccac zzzbcbccc
cbccb aabab zzzbbcb abcc
zzzac bb cabbc ccb
babaca zzzcaabbcab abcabaaa bbcaaaaa
aab cca zzzaacbcb cacbba
caacac zzzcc cb caaaacbb
bbcb ca bbcbc zzzbbab
zzzccccc ababc bb cb
ccac ccaacb baba zzzbcaccc
cacabbb cac zzzbcaabbcb bacbbbac
cb zzzca ca cabb
ac zzzcba cacbb abb
cabbacaa zzzbbacaaca ba bbc
aba bbc zzzccb caac
ca zzzaa bbcacab cbacab
bba ccc bca zzzbac
bcbac cc zzzba abcbb
zzzaaacccaa abcaaa cabaa abbaaaba
zzzcaacbc abcca ccbbaa bcbcccaa
accb zzzcaac ccba bb
zzzca bb cabbbbac ccccbbbc
zzzabc acbbcbbc abba aaa
cbc bca zzzccb cba
cbccaaba zzzacc bcc baabaac
zzzcbcaccbc bbacca cacababa ccbcbcb
acb bc bcaabbca zzzcacabbcc
zzzcacacbc aa ccaaaba bacb
bca zzzabcbcbaa aaabbb cccaccac
cc abbb bcababc zzzab
bcca zzzacca cabbabb babb
bbacb aab zzzbbbbb caba
acc zzzab ba cb
aaa acabc bb zzzacbaa
aacbaa zzzbcaacb bbccab bc
caa acba cbccaba zzzbcbbcca
acbbacc zzzcbcacac abaab aaabacb
acacbbba zzzcbabbbab accab bbcc
zzzbcabab cbcaac abbcacbb bcbbcccc
aac cacca acb zzzcccaa
zzzba ccbaca cc bccbb
aacccc baacbc bc zzzba
zzzbccaaa bbacc abc cbcbbb
ccca caacbcac cba zzzabb
bcbabaab bcbcac zzzabaaca aaacaa
aacbabcb bcaaabc zzzcbacbab caaba
aca ccc acabbab zzzbcc
zzzabccbca ccacaaab cabaabc abacaaab
baacbcc aaccccca ab zzzaaababaa
zzzbbcbb caaba bbcaaa abc
aabaa caabccb cabbaaa zzzbbaaa
cccbc bc zzzbcbab cbccb
zzzaababacc acb bacbbcbb ccaac
bcac zzzabcb bcaabca cabc
acaab zzzbabba ccbbcbbb ccaac
aaabcbcb ccbabaab zzzbcccabba aacccb
zzzccaabcca acacbcac aaaacc ccbbbb
bbb bbbac zzzcac aa
bacb acbc zzzcabab caabb
zzzbcc aa cbb cba
zzzbccbac abcaca cbca aa
cccbacb acc ba zzzcac
aaaba bcbbbbcc zzzcbcabb cacbcc
acccab baccbc abbbbc zzzcbcccb
cbbbbc bcbaa zzzbbcaca cbabbc
bb zzzcbcbbba ca baabbcc
zzzabbcacb accbbac abaaabc aabbb
zzzccaabca bcccacbb bccab aaaaaac
ca zzzab ccbcb ccac
cbbaccb zzzbcaccbb ac cb
zzzbcabab bb abc babbbb
aac zzzaccaacc aacbbba bcaac
abb ccbb abab zzzbacc
aababcc zzzbacccbb ccacacc baabcc
bc zzzab cacaccbb ab
caabccc aaaabbca zzzabcacbb acabcab
ccacbcac zzzcbbaccbb caaacbac aacbbac
bab cacc zzzccc aaabba
acaabaa abcccc zzzbb cb
bac abcabb cacccb zzzccabcb
accbaba ccaccbcb zzzbccbacb aa
zzzbabcbaba ccbbabaa cb bacbcbcb
zzzbaab cbababcb abca ccb
bcb ab aab zzzcab
zzzcabc cbaa cbcbaab cabababa
zzzcccab bcaa abbaa ccababb
bcaaaca bc zzzbccac abbac
bccc zzzaacabbaa aaccbbba accbbcc
ac zzzaabac cca bacbc
aaabbaba bbca cab zzzbbb
abcaa accaaabb acccb zzzbacab
bc aabc caabaca zzzaacc
cbaca ababc babccba zzzcaacb
ccbab bc cbabaac zzzaa
bb aa bbbaab zzzba
zzzbacbc bbbc cacbb abcbaca
baaaac aaba babbab zzzaaab
zzzcc caccca ab aaccb
aac baaba zzzbccca ccbab
zzzacbcbb baca acaab aaaacc
zzzbbbbb bcaba bc babbbbbb
abbbb zzzacabb caaacbc ccccb
bcbac zzzabaccbc abcaabcc baabcba
caabaccb aaaab aaa zzzbaacbccb
ccababa zzzbcaaaaab cababcba bab
bcacbaa zzzaabaaac abbbcba ccbcbb
zzzcbacbb bbacbc cbcacb acaaaa
cab zzzbccccc cc baacab
zzzaacbac ccbab abacbcac bbabba
zzzbbacaa bbbcab aa bbbbcba
aa abaabbab acb zzzccc
caac ca zzzab cabbbab
bc cccbbbbb ababb zzzba
aaacccc bb cc zzzaabbacb
bcbb cbbaacac zzzbbab abbb
zzzabbaccb aa bbcabb cbacaca
zzzaa ca aaca baccc
aa zzzca ab ca
zzzbbbbaabc bcbca babaaaca caccb
zzzbbc acccbcca acc cba
zzzcacc cb bbbc abcccab
ca cbc zzzcbbbc caaaa
abcccca abaaa ccbbc zzzbbabb
zzzcaac cab ccac cacccaaa
acb abcac aaacc zzzabb
accaaaa cccaac zzzabcca bcbba
cabccc zzzbbccaa caccccc ba
cac abababc caabcb zzzaacbca
abc acabacbc zzzcaab bcab
zzzbb abca cc caabca
abcc zzzabcabbb abbcccc ca
aab cbbcc ccbcacb zzzcacccac
aaaca ab bcbabc zzzcaaba
bccba acaaabbc zzzbcacbaca cabcab
accac zzzcbaa bbbb cbabbbc
zzzab baaacbab ab ccbb
bacbc zzzcaaaa ba bc
acacbb bab zzzbbccac bbcabcba
zzzaac bbcccccb abb bcbcbbc
zzzacccbbac bababb bcacbcba cbccba
abbc ac zzzcccb bcabc
ca bcbbbbc cc zzzcc
cbbcbaba aaabcb zzzbbabcaa acabbab
babba bbcbc zzzbcbbb aabbac
ccabcc abcacaab cbcabc zzzaaccbc
bbcccc bc zzzcbcaab cbcbcc
bacca zzzbcbbc cbca acaacc
bab zzzcbcabcb acbbba caccaba
cbacacb accacca zzzcbaacac babbbacc
ccbac babcc zzzccbcb cabbbaac
aabb bbbabbaa zzzacab cccbbc
cc accaac caaa zzzba
cbacc zzzccbba bacaa babccbab
bc cab zzzbacac bccaa
cabaacca acccac zzzbbbccbbb aaacaba
ccc bbbbcb zzzbabaaca bcabccc
aaacaa abbba ccaa zzzbbcccb
ccb cb bacb zzzcaaa
zzzca cc bcaaa acbcbaac
acbb cbbabcaa aaaaca zzzcabcbcca
cba zzzccc aa ac
caacbcc zzzabacca accbaa cbccca
zzzcabca bcc ccabbaba acbaa
ca bccaacaa caa zzzbbcaccbb
cabbba zzzbcaca abbcabac bccac
zzzccccabbb bbbac bbbbaaba cbc
cacc bc bcbbabb zzzababcbb
abaa bab zzzaccb ccbabb
bcc zzzcaac aaca babcbb
cbbcacc bc zzzbabaaca aaaaab
bcb bb zzzbb bbaccb
cc aaa zzzca ca
cc baa zzzbbb cbbcbc
acacab cbaab zzzbbbccb ccbcbc
abcaab baaccab abcbba zzzbcbcbc
abbbcac zzzacbca acaba abcbab
bcbaabac abcbabaa zzzcababaaa ccb
zzzacbcca cabcca bba ccacbcb
abbacbcc baab zzzbccaabcc bacbab
acab zzzaacaa aacbc acbac
aac bca bbccbcc zzzbbcbcac
acbbac accaac aacb zzzaccabc
zzzccbbb cbabcac acbca aaaba
cccaac cbbbccab zzzbccbcaab ccbabc
abac ba acbc zzzaa
zzzabc acc abacbaca aa
bccbc abccbc abcbacca zzzccabbc
aacaaa bbbcb zzzcacac acc
bcbbbaa bccbca zzzab ac
bbbaa aa acaba zzzcb
cbaa ababcc babbabc zzzbabbcc
zzzcb acabbccc acb aa
abcba cb zzzcbbcc acabccb
ccbacbca zzzbcc cbc bbbcaac
zzzcccbc accba baaca ccccccc
zzzbbaac cbbbccb bcbac ac
cac aabbc caacb zzzaaaaa
zzzbcbaccca bbb ccabaabb bcbc
accbba bcc ab zzzbc
abaacc zzzabacbab cccba abaccca
zzzbaacbc bbc caaccc acb
bbbba cb ab zzzabaac
ca zzzcc bbb aa
bac zzzccaaacb ccccbc bcbbcaa
zzzccabc acccabc cbcac bcbcc
acbcba zzzcaacaa caaacb accac
aaacbb cbb ababab zzzbbacba
zzzabcaacb caaca bcccbbba cbccbcb
bbcbcbaa acacc zzzcbccab aaabcb
zzzbbaaaa baacac bac bbaa
zzzcbabcbb babacba aa cbcbbbaa
bacb bccccbc bbcacac zzzabcc
caa bbcb cbcbc zzzcbcc
baabcb cbcbbcaa ba zzzbabcac
bbbcab zzzabbacac bacaaba aca
cbba cac zzzbac abc
bcc bb cb zzzcba
aaba acbaaab abcbcc zzzccca
acaacac zzzbcb bcabc cac
bcccaa zzzabcbacb cc acbaacc
bbab accbaa acc zzzcbabab
cacabc abbbaa zzzccabba acccac
zzzaac bcbabcbb aba bb
zzzccc aab bcc abc
bcbbabca zzzcabcaaaa abcc acbbcc
zzzbbba ab baba bbbabcac
bcb bbac zzzcaacccc bcacacb
ccaacabb babc babcaba zzzbbcaaabc
cbaccca bccaabb caca zzzcccbaca
zzzbcbbcaaa bbcbaabb aca bbcac
zzzcc ab bcabbcb ababacab
zzzacab ba bbba bbc
zzzaaacc aaaca acbcca ac
bcaaa zzzccccb cccb cbbcac
aaaacb acb aabc zzzccaabb
zzzabbcaaaa bbbbbaca ba cab
bacaacb caab zzzaaab cacaa
cbbbccb abbaabca zzzccbacaca aaa
zzzbccc cccb aaca aca
cb zzzcaccab bbcbab cbcaaaba
cbbacb ab ab zzzba
zzzcbaa ba bb acbb
bccabc zzzccabac bbbcbaac accaab
bccc caa caca zzzcbab
cbbcaca zzzbbcabcaa cb cabcacac
acb ac zzzcaac abca
zzzcbbabbb acca bcab bbbbabc
zzzbbcaba ca bacc acaaab
ac acbabc zzzccabcc accbbbbb
bcb bcba accaaab zzzbbab
aac caaccccc abcbaa zzzcbc
zzzabacbabb ccaac aa aacbcbcc
baca cbcccbbb bca zzzbabb
cb babab ba zzzcc
abccb acabaa zzzbaacb acbac
zzzcc ccbbabc cbca ba
baacaba ca zzzabcbab bcabcb
cba bba zzzbca cabbb
zzzaaaabb cbabcc caca cabcaa
caba aacbaaab zzzcacbacca bccbc
cac bc ab zzzabb
bacbbbba zzzaccbc abbbbcca baaaa
bb ac zzzcb cb
baabb zzzbccacaa cbabab bbbccbb
zzzaa bc ba acbaccba
aaacbccb bcaac ccabca zzzcbbbbb
bbbaab abaa zzzacaabc cb
ccccc ccac ba zzzbbabb
baaca ac zzzbaacb bcbccb
cbaaa zzzacbcaacb bc cacacbbb
caccbbb zzzbb bbcacb aa
cb abccc bbccb zzzabaca
cba aabbcaac accca zzzcab
aabccabc zzzacccaa aaaccb babb
caababc zzzacbaacc acb cbbbb
cacbb bbc zzzcaa acbba
ccb abab babb zzzbac
aacbccab zzzcc abcccc cb
acc bbbcbb ccb zzzcbcbca
bcbcca bbcbcb ab zzzcbbbab
bcaabbbb abacb abc zzzabc
ba zzzacbcc bcbabba bbcba
babbaabc abcbc cacbb zzzccbcaaac
zzzcacbabb bbaaacc aaccab bc
zzzcbcaac baccab caaba bca
bb ccabcc bcaabaa zzzaaabac
zzzabccbba aab bcaaaca acccc
zzzabccabab acccccaa cbcabcac cc
bcbbacb zzzbbbbcab cbccb ccc
caaac bbaabc zzzbabcbb cb
bc bcaabbb aacbcb zzzbb
cabbab zzzabccbbbb cabcccbc aba
aabaa zzzacbaabcb cac bbbacaba
ca acbccb zzzab cabbcbaa
baccbacc cb bcccba zzzcbacaaba
bba baabba zzzca bc
zzzaaaca ca bbbcca aabbc
zzzbacca bcbcaa acaaac cbcba
zzzbaaaba cbaabc ccaacbba aaaaac
zzzbaabcbca acaccbab bbbbcacc bbbcba
bccbb caaaac zzzcbbb acaa
cacaacaa zzzcbbcccb bc cbaaaca
cacaccc zzzcba aaa cabc
acaacbba zzzabaac caccc cb
cccabc bccccba zzzcabaa cccab
bba zzzbaaaba ccabbb abba
cbbbbc zzzabaabc bccc cccccc
caabaca zzzbbaca bca acbab
bacccb zzzcc caacbabc ca
aacb zzzcaab abacbb bbccbbc
acabc ca bbabcacb zzzba
caacbbca ccac zzzacaacacc cbaa
acacbaba ba zzzabc bac
ccaa cb zzzbabc bcacbbba
caccc baba zzzabab bacbacc
bbbaccbc cbbcbc babbacca zzzabaaac
bcaaabbc abbbbcc zzzacbaaac ccacabc
cab zzzbcbccaca bbb ccaabacb
acba acccac ccacaa zzzcacbcb
zzzcaacac aabaac accaa acabcab
aaabbaaa aacc zzzabb aca
abacabb acba bc zzzbacb
baaca abbcb zzzaba aac
bccb zzzcccb bb baca
zzzba acccccc aacbcb cb
zzzabcb bbcc bca cababc
bcab caa zzzccabba cacabb
zzzbbcbab aabcbb ca cbcbcccb
zzzccccbba ca baccbac aabbcbac
cacc bbbb babbccca zzzccaa
aacabc abc babbbacc zzzbcb
aaabbaab abccbaa zzzcacbbcb cbbacbb
bbacbbba cbaba zzzbaaacb cccaca
bba zzzbba cca cb
bb zzzcbcb bcb accb
zzzcaac cabc bcbb bab
baacaac zzzccbbaa bacaac ababbb
zzzacbb caacccc baab acaaaba
bc zzzca cc abcaca
ccb zzzaaaa cabaccbc abcb
bcccc zzzbbbaabca bcbbaaac bc
bcc bccb baabca zzzabc
bacc bccbbcc zzzccccbcc ccbccbc
cacac zzzaba cab aaacbaca
cac zzzbacb acab ccc
bcca cbbabcc zzzbbaaacc ca
caccab babba zzzabbaaacc aabcacab
aabca zzzcacbabbc caa ccaaaabc
abcccbbb aabaaa ac zzzbc
aa bbbacb aab zzzcbc
ccccbc aaaba bbcaa zzzcabaa
ccabbac bccaabc abc zzzbcbacbb
bcbc cbbaccaa babaccc zzzbaccbcbb
cac aaaaaaac bbcbbc zzzabc
zzzbbcca acaabc cbcbc caa
zzzbcaa bbbaca caaccabb aacb
cbaaba aaba zzzbc aa
cccc caab cba zzzaca
bbbaaacc ccabcc cabbaab zzzbaaccaac
caac zzzcc caa ba
zzzba ccbaa bbbab aa
babbccb acb acc zzzcbb
zzzac babbbcba bb bba
bcabaabb zzzcccbb bbaac bb
ababaca ba ccba zzzaccbacb
ccaabc zzzbcbaabb cbccaab abc
bababb zzzbc cbaa bc
ccaabcac zzzabcabaab aacaaabb cbbc
bbbcb zzzcaabc bcaccb cccbb
zzzca aaabaab accbacaa aa
bbcaa abcac bb zzzaaabc
zzzbaaab caacb bbbac acbaa
abacabc aabbcba zzzaccbbaa bcc
zzzbc aa abccabab aaccbbc
zzzabaaa aabaa accabca accacc
bcabbabc acbcbcaa babcc zzzacaccacb
acabbac bcaa zzzcbcbbbc aba
ccb acc zzzbbc cabaabb
bac cbb bbccc zzzbba
abc cbcaa zzzaba ab
zzzaabaac caaaac baa bcc
abbaa bbcab zzzccbabaa babcbaa
zzzcbbaabbc ababac babbcabb accccba
ccbacc babcb zzzaacbba cbaacb
bccacaab zzzabcccbac aacccbc cbccbabc
accabaa zzzbcbbbca bcab abbcaaa
abbab cbcbbcca zzzbaaaaccb accbcbac
zzzcabaaa cacb baa bbaacb
bbbacb caabbcc zzzcaccbaba bbcbbcaa
abbcbcbb zzzbcbbbb caccccaa bcbcac
bbbccab zzzbcaacaa cb cbac
zzzccbbbba abccacb abccaac cbb
acabbccc baba cbbbca zzzaaabcb
bccab zzzbabababb ccbbb abababbc
abccbba abcbaa zzzcbbb abcb
abaab acab aacaaa zzzabcaba
ccbabaa bbcbcac zzzabbabaa cca
zzzcaaacbbb ba ccccbabb aabaaa
bbcb aaabca caccbacc zzzcababc
acca acccbb zzzbbaa ccabbaa
ccababa ccaccbac aabba zzzbcaacbb
zzzbbaabbbc cbabbcc bbababbc ccbbaa
zzzabacaca ccccac aaacc aacbbca
abccc baaab abaccc zzzabcca
abcbac cbaccbc zzzabbc cacb
zzzcb cca cb cbaba
baaca bbbacb bbbac zzzcacca
bcbabaab aaaaa zzzabbaccca bbbbc
acabcac cb baabccb zzzbccacaa
zzzbabbacb bccbcaa bcba cbc
cbaa accbbba bbaaaaaa zzzbbaaabba
cab zzzcbbcc bbaca acbbcaa
caaaa zzzcb ca ccccc
zzzbabcaa aaaaacbb abacac bcaabac
aacccbcc zzzcaccabab aaab accc
caaacb cbabbccc zzzbabbaaaa bca
ccaba zzzbacaa ab bcbbb
zzzacaba cbbcaaca bcaba bbc
cbbccc aabc acab zzzbabbab
ac abc zzzbab cab
cbb zzzbbcb abaabbc bcbc
ab ccccc abaacac zzzacaacba
cba zzzbbccaab ccaccac cbccbbba
bccaa zzzabbab cbacaba cbabc
aaa aabaa abca zzzbbcbc
zzzcaaabcca aa ccacbbba baabba
zzzbbab cac abbbacc acac
cb aacacb ca zzzaccbba
aaaaba abcbcab abacbcc zzzbacbcc
accccc ccccb zzzbaaab aaacbbab
bcccbccb cccbcaaa bbba zzzbacbbbac
zzzcccc aaa cbac cc
bacbca aaaaaa zzzaa ab
acacab cabbcc zzzcccaca bcacaa
abba ababa bacaaccc zzzaaba
acab ac cc zzzba
abbaccbb abaabcac zzzcbaccabc cb
cbccb ccab caaab zzzbbaa
aaa aa cb zzzbab
ccacaa acbbcbac zzzaccabbba cccc
ca aaaacab zzzcb acba
cbb zzzbbb aaaaabbb bcb
aaabaac ca caba zzzccaabaa
cc aaaccc acbaaaba zzzcacaaa
zzzca cacab ca cbcbbaa
zzzac bcbbaacb bcbaca ba
zzzcacccaca baac abbcaacc abbcbbbc
abbba aabc zzzbcbccca cbbaacb
baa cbbbb zzzbabba caacbbaa
bbbbabb bccbbaca caabbab zzzaccbaccc
zzzac abbaacaa bababaac ca
acbaccba zzzbabcbcbc bbacb acabba
zzzcacccbba cacabbac ac aabac
bb babcaa zzzcaabaa bcaabb
cccbb acacbbbc bb zzzbcacaaac
bababbc cbbbacbb cb zzzacaccbc
zzzaacbaab aacababc acbbbca aabb
bb ac cccaabb zzzbc
babcba cbacba zzzabacbb ca
bbabab cc zzzacacba bbbbcb
aaab aaa bcbcbbc zzzcbcbbcc
caa bacac aabbca zzzaccbc
bca zzzbccacb bb cbaabb
bcabcbb zzzcbbacaa aac cacc
baccaaa abbcbca zzzcbaa cbab
cabcabbb cccabbba zzzcccbcbca bccab
cab babbcaab zzzcbb bcb
cbbbcb ccabcb zzzbbcbbb aab
zzzbbcc bbbb accab ba
aaac abbb bcbcbb zzzcccb
baabaabc abacaa acccccb zzzcccbcbb
zzzccc ccbcbccb abb accbcbca
caaaacbc zzzbba ca aba
bbbaab zzzccbcb bbaac ccbbbbc
bc zzzcb ccaac bab
zzzcbcac abaca acbca aacacb
ccccbcca acaaabbb zzzaabbacca cbcaab
zzzcabc cabbba cacc accbcabc
zzzcabcabc aa cbaccacc bcaaabb
aabccbab aabcacb zzzacbacba bbcbaacb
acac zzzbbb aba bacbb
aaac aaac bccbc zzzbbca
caccbbbc caa cbccb zzzccb
aba cba zzzbcca cbab
baa abccbc zzzbccc ccbb
aacbccc zzzabacaab caaab baa
zzzaacbbabb accababc aba aaaaaccb
baacaac zzzbacba cbbab ab
zzzacbccbcc cccbcbc caabbb baaacccb
bbcabaa zzzbbcba babca bbccabab
cc zzzbca ab cca
aa zzzcacbbc bccaab acaab
bccbccab cbba bababc zzzcbcbaacc
ba baabbaab cabbabcc zzzac
zzzccacbbc caaaba cbcbccc acc
zzzcbabca acb acabca cccabbc
bababcbc cb zzzabbccacb ccab
acacbc bba zzzaaa cabaaaa
baccbccb cac baabc zzzbbaaabaa
zzzbc ba cba aaabb
zzzac bac ba cbabaac
bbabaab babcc caccbc zzzcbabaab
zzzbcbcbbaa bbb aaccaacc bcb
cb zzzcb abca bc
bbcbbb cab bb zzzbac
bc cbcbcba zzzcabbcbc cccabcb
zzzbcacccc cacabbc accbbbcb bbc
acaaaccc bbaaccab zzzbcacbbcc abbbbaaa
zzzbbb bcacacc cbbbcc aba
abc bcaabbcb zzzccb abacc
cbcbccac zzzccb cb acc
bbabc ccaccbb zzzccbba cb
cacac zzzacccb cabc caa
bcba zzzcaaa bbbaa cbca
cbcc acacaa zzzcbbab cbbab
zzzaccba caabc abccca babccca
aacb bacb zzzccaaa ccbba
zzzbaaabc cababa cbacba bcaccb
caba zzzccca cccc abbaaba
cbcabac zzzcaca aaac aa
zzzcaa bb baa bacb
cbaacb caabca zzzbbcbc cacab
zzzaccbca cacbbc bababaca abbaa
baaccb cbbcbcbb zzzca bb
bc zzzcbbbc cb bcaba
zzzbcbbca bb babacb caaccbb
